"","V201231x","V201507x","V201600","V201549x","V202468x","V202543","V202557","V202576","V201200","V202452"
"2163",6,53,2,1,16,2,1,-1,6,2
"2164",4,66,2,1,14,5,1,-1,2,2
"2165",2,37,1,3,10,2,1,-1,3,1
"2166",4,71,1,5,5,5,1,-1,4,3
"2167",1,47,2,2,14,4,2,-1,2,2
"2168",5,80,2,1,7,-1,1,-1,6,3
"2169",2,62,2,1,17,-6,-6,-6,99,-6
"2170",1,52,1,1,3,4,2,-1,2,3
"2171",4,58,1,4,17,4,1,-1,6,2
"2172",7,69,2,1,4,-1,1,-1,99,3
"2173",1,57,1,3,13,-6,-6,-6,99,-6
"2174",6,45,1,1,22,4,2,-1,99,3
"2175",5,55,1,5,6,-1,1,-1,99,4
"2176",1,33,2,1,9,5,2,-1,2,2
"2177",1,56,1,5,6,-1,1,-1,99,2
"2178",1,67,1,4,11,5,1,-1,5,5
"2179",1,61,1,1,20,-1,2,-1,4,3
"2180",7,75,2,1,5,5,1,-1,6,3
"2181",3,37,1,3,8,4,2,-1,3,2
"2182",1,23,1,1,9,5,2,-1,2,1
"2183",1,43,2,4,20,5,2,-1,2,2
"2184",1,48,1,1,15,5,2,-1,4,3
"2185",5,80,2,1,7,-1,1,-1,6,3
"2186",1,44,2,3,17,-1,1,-1,2,3
"2187",1,80,2,1,2,4,2,-1,2,2
"2188",4,41,2,1,16,5,1,-1,5,4
"2189",6,80,1,1,11,-1,1,-1,6,3
"2190",7,69,2,1,8,4,1,-1,5,3
"2191",5,37,2,1,8,4,1,-1,5,2
"2192",2,53,2,1,20,4,2,-1,2,3
"2193",1,46,1,2,1,5,2,-1,5,4
"2194",1,40,1,1,14,3,2,-1,1,2
"2195",2,26,2,6,18,5,2,-1,2,1
"2196",7,55,1,1,14,4,1,-1,7,4
"2197",5,73,1,1,16,5,1,-1,4,2
"2198",1,50,2,1,1,-1,1,-1,99,3
"2199",2,63,1,4,1,5,1,-1,4,4
"2200",1,58,1,3,10,4,1,-1,4,3
"2201",3,40,2,1,4,4,2,-1,1,1
"2202",1,63,2,1,21,5,2,-1,2,3
"2203",4,34,2,6,17,5,2,-1,4,4
"2204",7,77,1,1,13,-1,1,-1,7,5
"2205",1,68,2,1,11,2,2,-1,2,1
"2206",7,66,1,5,7,-1,1,-1,6,5
"2207",2,39,2,1,3,-1,2,-1,2,3
"2208",1,31,2,2,4,4,1,-1,99,2
"2209",1,67,2,2,15,5,1,-1,99,2
"2210",4,78,1,1,7,4,2,-1,4,2
"2211",7,49,1,1,12,-1,1,-1,7,4
"2212",7,43,1,1,21,-1,2,-1,6,2
"2213",7,38,1,1,9,-1,1,-1,3,3
"2214",2,51,2,1,10,5,2,-1,3,4
"2215",2,33,2,1,21,5,2,-1,4,2
"2216",7,60,1,1,6,3,2,-1,6,1
"2217",1,60,1,1,16,4,2,-1,2,2
"2218",4,50,2,1,21,5,1,-1,4,3
"2219",7,45,2,1,19,5,1,-1,7,5
"2220",2,73,2,6,12,-1,2,-1,99,4
"2221",1,64,1,1,5,-6,-6,-6,5,-6
"2222",1,31,2,2,11,4,2,-1,4,4
"2223",4,35,1,1,8,5,1,-1,6,3
"2224",5,29,1,1,11,5,1,-1,4,4
"2225",6,47,1,1,21,5,2,-1,5,2
"2226",4,34,2,3,21,-1,1,-1,4,5
"2227",7,31,1,1,20,5,1,-1,7,4
"2228",7,63,2,1,19,5,1,-1,6,1
"2229",3,36,1,1,17,4,2,-1,4,2
"2230",3,41,2,1,18,2,2,-1,2,1
"2231",1,80,1,1,8,-1,2,-1,3,2
"2232",3,53,1,1,20,-1,2,-1,2,2
"2233",7,55,1,1,12,-6,-6,-6,6,-6
"2234",1,54,1,2,10,4,2,-1,4,1
"2235",1,67,1,4,8,5,2,-1,4,3
"2236",1,61,2,1,1,-1,2,-1,1,2
"2237",6,25,2,1,17,5,1,-1,6,5
"2238",7,-9,2,1,-9,-1,1,-1,7,3
"2239",4,63,2,1,4,5,2,-1,4,3
"2240",1,43,2,1,14,4,1,-1,3,1
"2241",7,53,2,1,21,5,1,-1,6,2
"2242",7,64,2,1,16,4,1,-1,6,3
"2243",7,-9,2,-9,-9,-6,-6,-6,6,-6
"2244",4,-9,-9,3,1,5,2,-1,3,2
"2245",7,56,1,1,20,4,1,-1,6,5
"2246",1,41,1,1,22,-1,2,-1,1,2
"2247",7,35,1,1,19,4,1,-1,6,4
"2248",4,78,1,1,11,5,2,-1,99,3
"2249",2,54,1,1,15,-1,1,-1,4,2
"2250",1,65,1,2,4,4,1,-1,99,2
"2251",6,36,2,1,16,5,1,-1,6,3
"2252",6,59,1,6,17,5,2,-1,6,3
"2253",7,61,1,1,21,5,1,-1,7,5
"2254",1,39,2,6,2,4,1,-1,2,5
"2255",6,33,2,1,5,5,1,-1,4,3
"2256",1,43,2,2,10,-1,2,-1,3,2
"2257",3,27,1,4,17,4,2,-1,3,4
"2258",1,34,2,2,8,5,1,-1,1,2
"2259",7,73,2,1,7,4,1,-1,6,2
"2260",3,34,1,2,17,-6,-6,-6,3,-6
"2261",7,60,1,1,1,5,1,-1,4,4
"2262",5,50,1,1,21,4,1,-1,4,4
"2263",4,-9,2,-9,-9,-1,2,-1,4,3
"2264",6,48,1,1,10,4,2,-1,3,4
"2265",7,71,1,1,14,5,1,-1,6,4
"2266",1,23,2,3,13,-6,-6,-6,99,-6
"2267",6,33,1,1,13,5,2,-1,6,4
"2268",1,65,2,1,2,5,2,-1,2,2
"2269",7,22,2,1,16,5,1,-1,7,2
"2270",2,54,1,4,11,4,2,-1,4,3
"2271",5,-9,2,1,-9,4,1,-1,6,2
"2272",1,51,2,2,17,5,2,-1,4,3
"2273",7,52,1,1,12,-1,1,-1,6,4
"2274",-9,-9,-9,-9,-9,-1,-9,-1,99,-9
"2275",1,64,2,1,22,4,2,-1,3,1
"2276",3,55,2,3,22,-1,2,-1,3,3
"2277",1,41,2,1,15,4,2,-1,1,2
"2278",7,37,1,1,18,5,1,-1,6,4
"2279",2,43,2,1,18,4,2,-1,4,1
"2280",5,76,1,1,21,-1,1,-1,6,2
"2281",5,72,1,1,15,-6,-6,-6,6,-6
"2282",5,37,1,1,22,-7,-7,-7,7,-7
"2283",4,59,1,1,4,5,1,-1,4,4
"2284",2,50,2,3,4,5,2,-1,99,3
"2285",7,57,1,1,18,4,1,-1,7,5
"2286",3,44,2,1,19,5,2,-1,1,2
"2287",3,38,2,1,17,-6,-6,-6,1,-6
"2288",7,39,1,1,14,5,2,-1,6,4
"2289",1,28,1,6,2,5,2,-1,2,3
"2290",5,42,1,3,-5,5,2,-1,4,4
"2291",7,63,1,1,15,-1,1,-1,99,5
"2292",3,77,2,1,10,5,2,-1,2,2
"2293",4,59,1,1,2,-1,1,-1,99,5
"2294",5,64,2,3,14,5,1,-1,6,3
"2295",4,75,2,1,11,5,2,-1,99,2
"2296",1,60,1,1,15,2,2,-1,2,1
"2297",2,25,1,3,15,4,1,-1,3,3
"2298",7,75,2,1,19,5,1,-1,6,4
"2299",7,27,1,3,11,5,1,-1,6,3
"2300",5,-9,1,3,18,4,1,-1,6,1
"2301",7,37,2,1,10,5,2,-1,7,3
"2302",3,25,2,1,1,4,2,-1,99,2
"2303",5,66,2,1,16,5,1,-1,6,1
"2304",1,64,1,2,7,4,1,-1,4,1
"2305",1,60,2,1,-9,-1,2,-1,99,2
"2306",4,26,2,1,11,5,1,-1,4,4
"2307",1,69,2,1,21,5,2,-1,4,1
"2308",3,21,1,3,19,5,1,-1,4,3
"2309",7,67,2,5,10,-1,1,-1,6,4
"2310",2,23,1,1,19,-1,2,-1,1,2
"2311",7,62,1,1,10,-1,1,-1,6,3
"2312",5,63,2,1,14,5,2,-1,7,2
"2313",1,39,2,2,7,4,1,-1,5,2
"2314",5,80,1,1,15,5,1,-1,5,3
"2315",6,23,1,1,9,-6,-6,-6,5,-6
"2316",1,72,2,1,2,5,2,-1,4,4
"2317",7,51,2,1,17,4,1,-1,7,1
"2318",1,62,2,2,7,4,2,-1,4,1
"2319",7,49,1,1,20,5,1,-1,6,5
"2320",6,64,1,1,19,3,1,-1,6,3
"2321",4,50,2,1,3,5,1,-1,99,3
"2322",7,39,2,1,2,4,1,-1,99,3
"2323",5,46,2,3,15,-1,2,-1,4,5
"2324",6,34,1,1,17,5,2,-1,4,3
"2325",7,54,2,1,-9,5,1,-1,99,3
"2326",6,61,2,1,1,4,2,-1,4,3
"2327",7,64,2,1,16,5,1,-1,7,2
"2328",5,62,1,1,1,-5,-5,-5,4,-5
"2329",5,35,1,1,18,5,2,-1,4,3
"2330",1,43,2,1,5,5,1,-1,2,1
"2331",2,58,2,1,1,5,2,-1,4,3
"2332",1,68,1,1,15,4,2,-1,2,2
"2333",6,78,2,1,4,-1,2,-1,5,2
"2334",6,48,1,1,15,5,1,-1,6,4
"2335",6,80,1,1,12,-1,2,-1,4,1
"2336",7,46,2,1,19,5,2,-1,5,3
"2337",3,71,1,1,10,-1,2,-1,3,3
"2338",3,64,1,1,1,-1,2,-1,5,3
"2339",2,23,2,1,17,4,1,-1,2,1
"2340",4,44,2,1,19,5,1,-1,99,5
"2341",7,50,2,1,18,5,1,-1,6,2
"2342",7,27,1,1,19,4,2,-1,5,3
"2343",7,54,2,1,1,-1,-9,-1,6,2
"2344",4,45,1,1,1,4,1,-1,99,3
"2345",6,68,2,1,14,5,1,-1,5,3
"2346",4,23,2,1,1,3,2,-1,1,3
"2347",1,23,1,1,16,5,2,-1,2,2
"2348",4,77,2,1,2,-1,1,-1,4,3
"2349",3,72,2,2,11,-1,1,-1,2,2
"2350",7,71,2,1,10,-6,-6,-6,7,-6
"2351",5,71,1,1,22,4,1,-1,7,3
"2352",7,56,2,1,17,4,1,-1,7,2
"2353",7,-9,2,1,1,5,1,-1,7,2
"2354",4,-9,1,-9,-9,5,2,-1,99,1
"2355",7,62,1,1,16,3,1,-1,4,4
"2356",6,35,1,1,14,5,2,-1,4,4
"2357",1,70,2,2,15,5,1,-1,1,1
"2358",6,29,2,1,13,5,1,-1,4,3
"2359",4,71,2,1,6,5,2,-1,99,3
"2360",4,36,1,1,13,5,1,-1,99,5
"2361",4,66,1,1,5,5,1,-1,6,5
"2362",3,58,2,6,11,-1,2,-1,3,2
"2363",3,71,2,3,10,5,2,-1,3,3
"2364",5,42,2,2,1,4,1,-1,1,1
"2365",7,77,2,1,3,5,1,-1,7,3
"2366",4,43,2,1,13,5,1,-1,4,2
"2367",3,59,2,1,10,5,2,-1,4,5
"2368",2,32,2,1,21,5,2,-1,4,3
"2369",7,66,2,1,5,5,1,-1,6,2
"2370",6,61,1,1,19,-6,-6,-6,5,-6
"2371",4,80,2,1,-9,5,2,-1,5,3
"2372",6,42,1,1,22,4,2,-1,3,4
"2373",1,80,1,1,21,-1,2,-1,2,3
"2374",2,43,2,1,7,5,2,-1,4,4
"2375",1,72,1,1,11,5,1,-1,3,3
"2376",2,80,1,1,-9,-5,-5,-5,2,-5
"2377",5,35,2,1,17,5,2,-1,4,2
"2378",5,52,1,6,13,-1,1,-1,5,4
"2379",1,73,1,4,17,-1,1,-1,4,4
"2380",3,55,2,1,20,5,2,-1,3,2
"2381",6,35,2,1,1,5,1,-1,4,4
"2382",6,59,2,1,7,4,1,-1,99,3
"2383",1,55,1,3,15,-7,-7,-7,3,-7
"2384",1,38,2,2,18,4,2,-1,2,1
"2385",1,51,2,1,16,5,2,-1,3,4
"2386",1,69,2,1,-5,5,1,-1,1,2
"2387",7,33,2,1,4,5,2,-1,6,4
"2388",7,74,2,1,4,-1,1,-1,7,3
"2389",7,32,2,1,17,5,1,-1,6,2
"2390",5,79,2,1,9,2,1,-1,4,2
"2391",1,76,1,3,5,3,2,-1,4,1
"2392",7,70,2,1,1,2,1,-1,6,2
"2393",1,62,2,1,7,-1,2,-1,2,3
"2394",3,60,1,1,10,5,2,-1,99,2
"2395",4,35,1,1,1,-1,2,-1,99,5
"2396",6,40,2,1,10,4,2,-1,4,3
"2397",3,80,2,1,11,5,2,-1,2,1
"2398",6,40,2,1,4,4,1,-1,4,2
"2399",7,25,1,1,6,-6,-6,-6,99,-6
"2400",7,43,2,1,9,4,1,-1,5,2
"2401",6,59,1,1,21,-1,2,-1,4,2
"2402",1,57,2,1,7,-6,-6,-6,99,-6
"2403",4,80,1,5,1,-1,2,-1,5,3
"2404",2,80,2,1,8,-1,2,-1,3,3
"2405",1,70,2,3,6,-1,1,-1,6,1
"2406",1,38,1,1,22,-1,2,-1,2,1
"2407",7,73,1,1,11,5,1,-1,6,3
"2408",3,47,1,1,21,-1,2,-1,2,3
"2409",4,37,1,1,17,-1,1,-1,3,4
"2410",7,48,1,1,7,3,1,-1,99,2
"2411",7,33,2,1,15,5,1,-1,5,4
"2412",6,65,1,1,16,5,2,-1,99,5
"2413",5,60,2,1,9,-1,2,-1,5,2
"2414",1,67,2,3,18,4,2,-1,4,2
"2415",1,-9,1,3,1,5,1,-1,4,3
"2416",5,72,1,1,7,3,2,-1,4,2
"2417",1,22,2,1,10,4,2,-1,4,2
"2418",2,55,2,1,13,2,2,-1,2,2
"2419",6,62,1,1,-9,5,2,-1,6,3
"2420",6,38,1,1,22,-1,2,-1,5,5
"2421",7,52,2,1,6,5,1,-1,7,3
"2422",3,45,2,1,22,5,1,-1,2,5
"2423",6,40,1,6,1,5,1,-1,6,5
"2424",7,68,2,1,5,4,1,-1,7,4
"2425",7,53,2,1,3,-9,1,-1,6,3
"2426",1,63,1,6,16,4,1,-1,2,1
"2427",7,80,2,1,10,5,1,-1,7,4
"2428",1,55,2,1,15,5,2,-1,99,3
"2429",7,71,2,1,6,-1,1,-1,7,3
"2430",2,62,2,1,20,4,2,-1,3,1
"2431",1,64,2,1,17,-6,-6,-6,4,-6
"2432",1,62,2,1,21,-1,2,-1,2,1
"2433",3,41,2,2,1,5,1,-1,99,2
"2434",6,24,1,1,1,5,2,-1,99,5
"2435",7,71,2,1,8,5,1,-1,6,3
"2436",3,39,2,3,18,-6,-6,-6,2,-6
"2437",4,39,2,3,-5,-6,-6,-6,3,-6
"2438",6,-9,1,1,-9,-1,2,-1,6,3
"2439",6,56,1,1,9,5,2,-1,5,3
"2440",7,51,2,1,7,5,1,-1,4,3
"2441",5,79,2,1,6,-1,1,-1,6,3
"2442",1,35,2,1,22,5,2,-1,2,1
"2443",5,39,1,1,15,4,1,-1,5,3
"2444",1,73,2,2,15,-1,2,-1,4,3
"2445",3,49,2,1,4,5,2,-1,3,3
"2446",4,44,2,1,19,5,2,-1,4,2
"2447",1,57,2,4,20,5,1,-1,3,4
"2448",3,22,1,1,5,-1,2,-1,4,3
"2449",3,80,2,1,21,-1,2,-1,2,4
"2450",1,55,1,5,8,5,1,-1,99,3
"2451",1,69,1,2,8,-1,1,-1,2,5
"2452",5,65,1,1,15,4,2,-1,5,4
"2453",3,29,1,1,19,5,2,-1,4,1
"2454",1,39,2,2,10,-1,1,-1,1,1
"2455",4,23,1,4,17,5,1,-1,99,3
"2456",6,47,2,1,7,5,1,-1,6,3
"2457",6,32,1,1,22,-1,2,-1,5,2
"2458",1,60,2,2,3,5,1,-1,4,2
"2459",5,22,1,1,5,-1,2,-1,3,4
"2460",2,35,1,5,14,1,2,-1,2,1
"2461",1,39,1,1,14,-1,2,-1,2,2
"2462",2,27,1,1,3,5,2,-1,1,2
"2463",4,28,1,1,10,-1,1,-1,6,4
"2464",1,34,1,1,20,5,2,-1,2,3
"2465",6,58,2,1,6,-1,1,-1,4,2
"2466",6,40,2,1,17,5,2,-1,4,2
"2467",3,29,2,1,17,5,2,-1,4,3
"2468",3,75,1,1,15,4,2,-1,3,4
"2469",5,40,2,1,9,4,1,-1,3,2
"2470",3,42,2,1,22,5,2,-1,4,3
"2471",5,62,1,1,20,-1,1,-1,6,2
"2472",4,44,2,1,6,5,1,-1,4,3
"2473",3,57,2,1,19,5,2,-1,99,1
"2474",3,59,1,2,20,-1,2,-1,4,2
"2475",6,57,1,4,16,4,2,-1,99,4
"2476",4,36,2,1,20,-6,-6,-6,1,-6
"2477",5,60,1,1,2,4,2,-1,4,3
"2478",1,62,2,1,22,5,2,-1,2,2
"2479",2,24,2,2,8,-1,2,-1,2,4
"2480",1,55,1,1,18,5,2,-1,4,3
"2481",7,77,2,1,13,-1,2,-1,6,1
"2482",1,80,2,1,20,-1,2,-1,2,2
"2483",1,27,2,6,14,3,2,-1,2,2
"2484",1,51,1,5,1,1,1,-1,4,4
"2485",2,58,2,2,21,5,2,-1,3,2
"2486",7,-9,2,1,-9,5,1,-1,99,3
"2487",5,66,1,1,7,-1,1,-1,6,4
"2488",4,46,1,1,3,-1,2,-1,4,4
"2489",6,32,1,1,15,5,1,-1,6,5
"2490",7,49,1,1,10,-7,-7,-7,6,-7
"2491",1,40,2,1,16,5,2,-1,3,2
"2492",2,42,2,1,21,5,2,-1,4,2
"2493",1,80,2,1,3,5,1,-1,99,5
"2494",4,29,1,1,2,4,1,-1,6,3
"2495",6,53,1,1,6,4,1,-1,4,2
"2496",5,34,2,1,18,5,1,-1,3,3
"2497",2,32,2,3,15,5,1,-1,3,5
"2498",5,68,2,1,8,5,2,-1,4,2
"2499",3,37,2,1,9,4,2,-1,1,1
"2500",6,72,2,1,5,4,2,-1,6,3
"2501",1,62,2,1,3,-1,2,-1,3,2
"2502",4,40,1,4,1,-1,2,-1,3,4
"2503",7,80,2,1,11,5,1,-1,6,2
"2504",5,34,1,1,15,5,2,-1,4,3
"2505",1,80,2,1,10,4,2,-1,1,2
"2506",1,71,2,1,21,5,2,-1,1,1
"2507",7,61,1,1,19,4,2,-1,6,3
"2508",7,51,1,4,8,-1,1,-1,2,2
"2509",3,50,1,2,4,2,1,-1,4,1
"2510",3,38,1,1,22,-1,2,-1,4,2
"2511",6,67,1,1,13,5,1,-1,4,3
"2512",3,63,2,2,15,-1,2,-1,1,3
"2513",5,49,1,1,17,5,1,-1,6,3
"2514",7,67,2,1,-9,5,1,-1,6,3
"2515",3,60,1,1,19,4,2,-1,2,2
"2516",3,27,2,3,22,-1,2,-1,4,4
"2517",1,26,1,1,22,5,2,-1,2,3
"2518",3,50,1,3,19,5,2,-1,4,2
"2519",4,52,1,1,21,-1,1,-1,3,2
"2520",7,72,1,1,18,5,1,-1,6,2
"2521",1,35,1,3,7,-1,2,-1,2,2
"2522",7,73,1,1,9,-1,2,-1,6,3
"2523",6,61,1,1,1,-6,-6,-6,99,-6
"2524",7,59,1,1,20,5,1,-1,6,5
"2525",7,59,1,1,21,1,1,-1,6,2
"2526",6,36,-9,-9,20,4,1,-1,5,3
"2527",5,56,1,1,8,-1,1,-1,99,4
"2528",4,31,2,1,11,5,1,-1,4,5
"2529",1,42,1,1,1,5,2,-1,1,2
"2530",6,37,2,1,-9,5,1,-1,6,3
"2531",7,67,1,1,11,4,1,-1,6,4
"2532",2,79,2,1,10,4,1,-1,2,2
"2533",1,49,2,1,20,5,2,-1,2,2
"2534",6,37,2,1,20,5,2,-1,6,4
"2535",6,70,2,1,2,5,2,-1,5,2
"2536",3,58,2,2,1,5,1,-1,4,3
"2537",1,25,2,1,11,-6,-6,-6,2,-6
"2538",7,42,1,1,13,5,2,-1,6,3
"2539",4,25,1,1,10,5,1,-1,4,4
"2540",7,80,1,4,12,-6,-6,-6,4,-6
"2541",4,55,2,1,3,5,2,-1,99,2
"2542",7,57,2,3,4,4,1,-1,7,5
"2543",1,44,2,1,22,1,2,-1,2,1
"2544",7,56,2,1,19,5,2,-1,6,3
"2545",4,55,2,4,16,-1,2,-1,4,2
"2546",1,63,2,1,9,5,2,-1,3,2
"2547",4,40,2,3,4,-1,2,-1,99,2
"2548",7,60,2,1,12,-1,1,-1,6,3
"2549",3,55,1,1,16,5,2,-1,99,4
"2550",4,70,1,1,3,5,2,-1,4,3
"2551",7,52,2,1,12,5,1,-1,6,3
"2552",1,35,2,1,22,5,2,-1,1,1
"2553",2,47,1,1,16,5,1,-1,2,3
"2554",4,62,2,1,22,5,1,-1,5,2
"2555",5,35,1,1,22,5,1,-1,5,4
"2556",4,70,1,1,5,-1,2,-1,4,3
"2557",2,43,1,1,15,-1,1,-1,99,3
"2558",7,54,2,1,5,5,2,-1,4,2
"2559",7,36,2,1,16,4,1,-1,99,3
"2560",6,39,1,1,14,-1,2,-1,6,2
"2561",6,38,2,1,17,5,1,-1,4,5
"2562",7,44,1,1,19,3,1,-1,7,3
"2563",6,41,1,1,20,5,1,-1,5,3
"2564",4,40,2,1,6,5,1,-1,4,1
"2565",3,41,1,1,22,5,2,-1,2,2
"2566",4,44,2,1,16,5,1,-1,5,4
"2567",3,63,2,5,3,-1,2,-1,4,2
"2568",2,77,2,2,6,-1,2,-1,99,2
"2569",2,26,2,2,6,5,1,-1,99,2
"2570",1,68,1,1,16,5,2,-1,3,4
"2571",3,80,1,1,10,-1,2,-1,4,4
"2572",1,58,2,1,10,5,1,-1,1,1
"2573",4,-9,2,1,3,-1,1,-1,5,3
"2574",7,43,2,1,14,4,2,-1,6,4
"2575",3,37,2,1,21,5,2,-1,99,2
"2576",7,46,2,3,18,5,1,-1,7,3
"2577",1,31,2,2,1,4,1,-1,3,3
"2578",1,74,2,1,7,4,2,-1,2,3
"2579",3,29,2,4,3,-1,2,-1,2,3
"2580",5,51,1,1,3,4,1,-1,6,3
"2581",6,36,2,1,12,5,1,-1,4,3
"2582",1,80,2,3,-9,-7,-7,-7,3,-7
"2583",5,35,1,1,15,5,2,-1,5,5
"2584",7,61,2,1,22,5,1,-1,6,4
"2585",3,23,1,3,21,5,2,-1,3,1
"2586",2,47,2,2,5,5,2,-1,6,2
"2587",5,62,1,1,14,-1,1,-1,99,3
"2588",7,45,2,1,3,4,1,-1,7,4
"2589",3,72,2,1,6,5,1,-1,5,3
"2590",1,69,2,4,1,4,2,-1,4,1
"2591",7,73,1,1,12,-1,1,-1,6,1
"2592",1,76,1,1,1,4,2,-1,2,1
"2593",5,55,1,1,9,2,1,-1,6,4
"2594",3,70,2,2,3,-6,-6,-6,3,-6
"2595",5,71,1,1,18,4,1,-1,6,4
"2596",2,72,2,1,22,5,2,-1,4,1
"2597",1,58,2,1,17,-1,2,-1,4,2
"2598",4,35,1,1,13,4,2,-1,2,1
"2599",5,70,1,1,16,-1,1,-1,6,2
"2600",3,71,2,1,13,5,1,-1,2,2
"2601",2,61,2,5,22,4,1,-1,99,3
"2602",4,-9,-9,-9,12,5,1,-1,4,1
"2603",6,67,1,1,21,5,2,-1,5,3
"2604",7,50,2,1,20,5,2,-1,6,3
"2605",2,32,2,1,20,5,2,-1,4,2
"2606",1,33,2,1,18,5,2,-1,1,2
"2607",4,-9,-9,1,-9,-1,2,-1,4,3
"2608",2,51,2,1,18,5,2,-1,2,1
"2609",5,54,1,1,18,-1,2,-1,6,3
"2610",7,32,1,1,14,5,2,-1,6,5
"2611",7,58,2,1,19,4,1,-1,5,3
"2612",6,50,2,1,17,-1,1,-1,7,3
"2613",1,59,1,1,20,-1,2,-1,2,2
"2614",4,43,2,6,10,5,1,-1,5,3
"2615",2,34,1,3,1,-1,2,-1,4,4
"2616",2,54,1,1,18,5,1,-1,99,5
"2617",1,55,2,1,20,4,2,-1,2,2
"2618",2,56,2,2,6,5,1,-1,6,2
"2619",6,38,1,1,20,4,2,-1,5,2
"2620",1,80,2,1,13,-1,1,-1,99,3
"2621",7,65,1,1,20,5,1,-1,6,2
"2622",1,65,2,1,7,4,2,-1,2,1
"2623",1,62,2,1,1,1,1,-1,2,1
"2624",7,44,1,1,12,4,1,-1,6,5
"2625",7,33,2,1,6,5,2,-1,6,3
"2626",5,45,2,2,13,4,1,-1,4,2
"2627",6,55,2,1,19,5,1,-1,5,3
"2628",7,36,2,1,10,5,1,-1,6,3
"2629",2,31,2,1,19,5,1,-1,4,3
"2630",1,46,2,1,19,4,2,-1,2,2
"2631",5,43,2,1,20,-1,1,-1,5,5
"2632",3,37,1,1,15,4,2,-1,1,2
"2633",1,38,1,1,21,3,2,-1,1,3
"2634",6,55,2,1,10,5,1,-1,3,3
"2635",4,76,2,1,8,-1,1,-1,4,3
"2636",1,71,2,1,6,-1,1,-1,99,3
"2637",2,30,1,1,6,3,2,-1,4,3
"2638",1,77,2,1,2,5,2,-1,2,2
"2639",2,71,2,1,5,5,2,-1,6,3
"2640",6,53,2,1,18,-1,1,-1,6,5
"2641",6,50,1,1,19,5,1,-1,3,4
"2642",2,48,2,1,20,5,2,-1,2,2
"2643",4,37,2,2,5,-1,1,-1,4,1
"2644",5,53,1,3,11,5,1,-1,99,5
"2645",7,68,2,1,1,4,1,-1,4,4
"2646",2,45,2,3,10,-1,1,-1,5,4
"2647",1,80,2,5,1,5,2,-1,1,1
"2648",5,65,2,1,3,4,1,-1,5,2
"2649",1,30,2,1,10,4,2,-1,2,2
"2650",2,66,2,1,13,5,1,-1,2,1
"2651",5,38,1,6,15,5,1,-1,3,3
"2652",1,40,1,3,1,-5,-5,-5,4,-5
"2653",7,42,1,3,7,5,2,-1,7,3
"2654",1,24,2,4,12,-1,2,-1,4,2
"2655",5,65,1,1,15,5,2,-1,6,2
"2656",7,68,2,1,-9,5,1,-1,6,2
"2657",2,75,2,3,3,5,1,-1,99,1
"2658",3,54,2,3,15,4,2,-1,2,1
"2659",1,39,2,1,16,4,2,-1,1,2
"2660",7,62,2,1,10,4,2,-1,6,5
"2661",5,43,2,1,15,4,1,-1,99,2
"2662",5,38,1,3,21,-1,2,-1,4,3
"2663",2,60,1,1,21,3,2,-1,2,4
"2664",3,58,1,1,20,3,2,-1,2,3
"2665",5,80,2,1,5,5,2,-1,5,2
"2666",7,68,2,1,11,-7,-7,-7,6,-7
"2667",7,-9,1,1,4,5,1,-1,6,3
"2668",2,80,2,1,10,-1,2,-1,4,4
"2669",2,35,2,1,21,-6,-6,-6,4,-6
"2670",2,40,1,3,1,-1,2,-1,2,3
"2671",4,64,1,2,21,-1,2,-1,4,3
"2672",6,31,1,1,21,-6,-6,-6,5,-6
"2673",7,62,2,1,18,5,1,-1,6,1
"2674",7,63,2,1,20,5,1,-1,6,2
"2675",1,55,1,1,21,-1,2,-1,2,3
"2676",7,45,2,1,10,5,2,-1,5,3
"2677",7,64,2,5,20,4,1,-1,6,1
"2678",1,36,1,1,20,4,2,-1,2,1
"2679",1,59,2,6,1,5,1,-1,4,3
"2680",4,25,2,1,7,4,2,-1,99,1
"2681",4,43,1,1,1,-1,2,-1,99,4
"2682",7,-9,-9,1,8,-1,1,-1,7,1
"2683",1,51,2,1,19,5,1,-1,4,3
"2684",5,52,2,1,20,5,1,-1,6,3
"2685",6,37,1,1,2,5,1,-1,5,4
"2686",3,49,1,1,17,4,2,-1,3,3
"2687",5,45,1,1,4,5,2,-1,5,4
"2688",5,26,1,1,7,4,1,-1,5,3
"2689",5,39,1,1,18,-1,1,-1,5,4
"2690",5,68,1,1,13,4,1,-1,6,3
"2691",1,72,2,1,16,5,1,-1,4,2
"2692",5,47,2,1,1,-6,-6,-6,3,-6
"2693",1,59,2,2,16,4,2,-1,4,-9
"2694",7,63,2,1,15,4,1,-1,7,4
"2695",1,68,1,6,10,1,2,-1,2,1
"2696",4,79,2,1,7,-6,-6,-6,5,-6
"2697",1,40,2,1,8,4,2,-1,2,4
"2698",7,47,2,1,17,-5,-5,-5,6,-5
"2699",5,56,1,3,13,-1,2,-1,4,3
"2700",5,40,1,1,18,5,1,-1,7,5
"2701",2,25,1,3,20,3,2,-1,1,2
"2702",2,54,2,1,7,5,1,-1,3,4
"2703",1,45,2,2,2,2,2,-1,2,4
"2704",7,33,2,1,2,4,1,-1,4,2
"2705",7,61,2,1,21,5,1,-1,6,2
"2706",2,51,2,2,21,5,2,-1,2,3
"2707",1,63,2,2,2,5,2,-1,99,2
"2708",5,50,2,5,10,-9,1,-1,5,3
